Document Date,Order,Material/Veh/Equip,Material Description,Batch,Quantity,Amount in LC
7/30/2024,IEXVL274279,4000004233,OIL FILTER 6002111231,,-1.0,"-1,601.15"
7/30/2024,IEXVL274279,4000004251,BEARING 6200,,-15.0,"-1,723.65"
7/30/2024,IEXVL274279,4000004274,SEAL 7051703810,,-2.0,"-2,184.84"
5/31/2024,IEXVL274283,4000004305,BEARING (NU1016C3) 603201016,,-1.0,"-13,908.71"
02-11-2024,IEXVL274471,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
02-11-2024,IEXVL274478,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
02-11-2024,IEXVL274472,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
02-11-2024,IEXVL274768,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
02-11-2024,IEXVL274856,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
02-10-2024,IEXVL274752,4000004310,BEARING  (B17-99D) B1799D,,-3.0,"-1,875.00"
12/21/2023,IEXVL274767,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-675
12/21/2023,IEXVL274477,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-675
12/21/2023,IEXVL274831,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-675
12/21/2023,IEXVL274287,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-675
12/21/2023,IEXVL274518,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-675
06-04-2023,IEXVL274518,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-203
06-04-2023,IEXVL274517,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-203
06-04-2023,IEXVL273559,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-203
06-04-2023,IEXVL273554,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-203
06-04-2023,IEXVL273551,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-203
4/19/2023,IEXVL274518,4000004310,BEARING  (B17-99D) B1799D,,1.0,625
4/19/2023,IEXVL274287,4000004310,BEARING  (B17-99D) B1799D,,1.0,625
4/19/2023,IEXVL272121,4000004310,BEARING  (B17-99D) B1799D,,1.0,625
4/19/2023,IEXVL272121,4000004310,BEARING  (B17-99D) B1799D,,-1.0,-625
4/19/2023,IEXVL274518,4000004310,BEARING  (B17-99D) B1799D,,-1.0,-625
4/19/2023,IEXVL274287,4000004310,BEARING  (B17-99D) B1799D,,-1.0,-625
3/31/2023,IEXVL273559,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-688.5
3/31/2023,IEXVL274287,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-688.5
3/19/2023,IEXVL273551,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
3/19/2023,IEXVL273554,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
3/19/2023,IEXVL274287,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
3/19/2023,IEXVL273559,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
3/19/2023,IEXVL274283,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
2/15/2023,IEXVL273556,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
2/15/2023,IEXVL274830,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
2/15/2023,IEXVL274279,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
2/15/2023,IEXVL273559,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
12/17/2022,IEXVL274856,4000004310,BEARING  (B17-99D) B1799D,,-1.0,-625
12/17/2022,IEXVL274831,4000004310,BEARING  (B17-99D) B1799D,,-1.0,-625
12/17/2022,IEXVL273612,4000004310,BEARING  (B17-99D) B1799D,,-1.0,-625
12/17/2022,IEXVL273556,4000004310,BEARING  (B17-99D) B1799D,,-1.0,-625
11/13/2022,IEXVL274767,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
11/13/2022,IEXVL274752,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
11/13/2022,IEXVL274518,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
11/13/2022,IEXVL273563,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
8/25/2022,IEXVL274856,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
8/25/2022,IEXVL274770,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
8/25/2022,IEXVL274767,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
8/25/2022,IEXVL274752,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
6/30/2022,IEXVL274768,4000004310,BEARING  (B17-99D) B1799D,NTN,-1.0,-637.5
6/30/2022,IEXVL274770,4000004310,BEARING  (B17-99D) B1799D,NTN,-1.0,-637.5
6/30/2022,IEXVL274771,4000004310,BEARING  (B17-99D) B1799D,NTN,-1.0,-637.5
6/30/2022,IEXVL274830,4000004310,BEARING  (B17-99D) B1799D,NTN,-1.0,-637.5
6/30/2022,IEXVL274776,4000004310,BEARING  (B17-99D) B1799D,NTN,-1.0,-637.5
6/26/2022,IEXVL274771,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
6/26/2022,IEXVL274831,4000004310,BEARING  (B17-99D) B1799D,NTN,-1.0,-625
6/23/2022,IEXVL271232,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
6/23/2022,IEXVL274830,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
6/23/2022,IEXVL273612,4000004310,BEARING  (B17-99D) B1799D,NSK,-1.0,-625
5/30/2022,IEXVL271406,4000004310,BEARING  (B17-99D) B1799D,NTN,-1.0,-625
5/30/2022,IEXVL272322,4000004310,BEARING  (B17-99D) B1799D,NTN,-1.0,-625
5/30/2022,IEXVL273553,4000004310,BEARING  (B17-99D) B1799D,NTN,-1.0,-625
3/19/2022,IEXVL274768,4000004310,BEARING  (B17-99D) B1799D,NTN,-1.0,-625
12/31/2022,IEXVL273560,4000004334,ROTOR COIL ASSY 1251-007-00X0,SAWAFUJI,-1.0,"-6,375.00"
7/30/2024,IEXVL274279,4000004361,O RING 6150212240,,-3.0,"-1,581.12"
7/30/2024,IEXVL271582,4000004453,BOLT & NUT 3/4UNC2.3/4,VFL,-15.0,"-1,532.10"
7/30/2024,IEXVL272411,4000004453,BOLT & NUT 3/4UNC2.3/4,VFL,-15.0,"-1,532.11"
6/30/2022,IEXVL273559,4000004453,BOLT & NUT 3/4UNC2.3/4,,-220.0,"-18,235.80"
7/19/2024,IEXVL274767,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-142.0,"-13,062.58"
7/19/2024,IEXVL274767,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,,-62.0,"-12,550.04"
02-01-2024,IEXVL274770,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-25.0,"-2,299.75"
02-01-2024,IEXVL274771,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-25.0,"-2,299.75"
02-01-2024,IEXVL271542,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-97.0,"-8,923.03"
2/28/2023,IEXVL274285,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-15.0,"-1,379.85"
2/28/2023,IEXVL274287,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-15.0,"-1,379.85"
2/28/2023,IEXVL274770,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-12.0,"-1,103.88"
2/28/2023,IEXVL274771,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-12.0,"-1,103.88"
2/28/2023,IEXVL274776,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-12.0,"-1,103.88"
2/28/2023,IEXVL274830,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-14.0,"-1,287.86"
2/28/2022,IEXVL273608,4000004495,TRACK BOLT NUT 7/8''UNR*70MM,BERCO,-40.0,"-3,679.60"
01-09-2022,IEXVL273560,4000004545,FUEL  FILTER 10429946,LIEBHERR,-1.0,"-5,716.67"
01-09-2022,IEXVL273560,4000004545,FUEL  FILTER 10429946,LIEBHERR,1.0,"5,716.67"
01-09-2022,IEXVL273560,4000004545,FUEL  FILTER 10429946,LIEBHERR,-1.0,"-5,716.67"
1/31/2022,IEXLB043654,4000004547,WATER SEPARTER 10044302,LIEBHERR,-1.0,"-3,147.97"
9/30/2022,IEXVL273556,4000004632,SOCKET 12742701,VOLVO,-1.0,"-4,527.19"
7/30/2024,IEXVL274471,4000004639,HEXAGON SCREW 990888,VOLVO,-10.0,"-1,102.53"
06-04-2023,IEXVL274776,4000004641,FIELD COIL 2006005526,BOSCH,-1.0,"-4,200.00"
4/19/2023,IEXVL274287,4000004642,HSC COIL 33145001,BOSCH,-1.0,"-2,950.00"
01-05-2020,IEXVL274287,4000004642,HSC COIL 33145001,BOSCH,-1.0,"-2,982.45"
01-05-2020,IEXVL272322,4000004642,HSC COIL 33145001,BOSCH,-1.0,"-2,982.45"
01-05-2020,IEXVL271098,4000004642,HSC COIL 33145001,BOSCH,-1.0,"-2,982.45"
04-12-2024,IEXVL274477,4000004646,RELAY 21244698,VOLVO,-9.0,"-6,862.98"
02-10-2024,IEXVL274752,4000004653,ROD END 12745258,VOLVO,-4.0,"-2,384.00"
3/30/2024,IEXVL272411,4000004656,WATER PUMP GASKET (20405691) 11700524,VOLVO,-2.0,"-2,511.26"
7/30/2024,IEXVL274471,4000004662,SHIM 12749768,VOLVO,-3.0,"-1,591.20"
3/19/2022,IEXVL273550,4000004668,O-RING 12743130,VOLVO,-1.0,"-1,700.85"
3/19/2022,IEXVL273550,4000004669,O-RING 12743131,VOLVO,-1.0,"-1,714.45"
04-12-2024,IEXVL274478,4000004670,O-RING 12743138,VOLVO,-7.0,"-8,727.38"
06-11-2022,IEXVL273553,4000004670,O-RING 12743138,VOLVO,-1.0,"-1,226.45"
3/31/2023,IEXVL274767,4000004671,FILTER KIT 15193225,VOLVO,-1.0,"-6,984.89"
3/31/2023,IEXVL273551,4000004671,FILTER KIT 15193225,VOLVO,-1.0,"-6,984.89"
3/28/2023,IEXVL273554,4000004671,FILTER KIT 15193225,VOLVO,-1.0,"-6,570.64"
3/28/2023,IEXVL273551,4000004671,FILTER KIT 15193225,VOLVO,-1.0,"-6,570.63"
1/31/2022,IEXVL271542,4000004671,FILTER KIT 15193225,VOLVO,-1.0,"-6,566.11"
1/31/2022,IEXVL271098,4000004671,FILTER KIT 15193225,VOLVO,-1.0,"-6,566.11"
1/16/2022,IEXVL273547,4000004671,FILTER KIT 15193225,VOLVO,-1.0,"-6,555.28"
1/16/2022,IEXVL273560,4000004671,FILTER KIT 15193225,VOLVO,-1.0,"-6,555.27"
1/16/2022,IEXVL273608,4000004671,FILTER KIT 15193225,VOLVO,-1.0,"-6,555.28"
6/19/2024,IEXVL274518,4000004688,NIPPLE 990426,VOLVO,-3.0,-647.91
7/18/2024,IEXVL271232,4000004703,BOWL 11110738,VOLVO,-1.0,"-37,742.00"
1/19/2024,IEXVL271232,4000004703,BOWL 11110738,MVOLVO,-1.0,"-3,200.00"
6/30/2022,IEXVL274828,4000004703,BOWL 11110738,VOLVO,-1.0,"-35,956.02"
3/31/2022,IEXVL271232,4000004703,BOWL 11110738,VOLVO,-1.0,"-32,384.61"
7/30/2024,IEXVL274283,4000004706,SCREW 13965185,VOLVO,-1.0,-174.15
7/30/2024,IEXVL274471,4000004707,RETAINNG RING 12750353,VOLVO,-23.0,"-1,665.66"
04-12-2024,IEXVL274477,4000004711,VALVE 12743387,VOLVO,-1.0,"-4,853.33"
7/30/2024,IEXVL274471,4000004743,LOCK WASHER 907035,VOLVO,-1.0,"-1,049.62"
7/30/2024,IEXVL274471,4000004748,WASHER 12727853,VOLVO,-9.0,"-1,063.89"
7/30/2024,IEXVL274752,4000004757,STRIP CLAMP 14558809,VOLVO,-30.0,"-2,585.70"
3/19/2022,IEXVL274767,4000004760,WEAR PLATE 16000844,VOLVO,-2.0,"-1,635.40"
1/14/2023,IEXVL273556,4000004773,"STEEL PIPE (14517674),14517677 14677010",VOLVO,-1.0,"-22,206.00"
01-07-2024,IEXVL271232,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,909.00"
12/30/2023,IEXVL274831,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,KOREA,-1.0,"-1,887.72"
12/30/2023,IEXVL274770,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,KOREA,-1.0,"-1,887.72"
12/29/2023,IEXVL272323,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,797.00"
11/23/2022,IEXVL274518,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.00"
11/23/2022,IEXVL274517,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.00"
11/23/2022,IEXVL274285,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.00"
11/23/2022,IEXVL274287,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.00"
6/30/2022,IEXVL274856,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.90"
6/30/2022,IEXVL274831,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.90"
6/30/2022,IEXVL274830,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.90"
6/30/2022,IEXVL274768,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.90"
6/30/2022,IEXVL273612,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.90"
6/30/2022,IEXVL274287,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.90"
6/30/2022,IEXVL273556,4000004779,HYDRAULICS GAUGE  (14532362) 114101720,VOLVO,-1.0,"-3,615.90"
3/30/2024,IEXVL272411,4000004780,HYD. FILTER (12738510) 12743408,VOLVO,-1.0,"-5,224.44"
06-04-2023,IEXVL274831,4000004783,ARMATURE ASSLY 224005022,BOSCH,-1.0,"-6,150.00"
9/30/2022,IEXVL272409,4000004790,CLUTCH ASSly  2006401527,BOSCH,-1.0,"-3,697.50"
9/30/2022,IEXVL273547,4000004790,CLUTCH ASSly  2006401527,BOSCH,-1.0,"-3,697.50"
6/25/2024,IEXVL274518,4000004797,BOLT & NUT CUTING PLATE 5/8X2.1/4,TRI,-6.0,-276
11-11-2023,IEXVL273550,4000004797,BOLT & NUT CUTING PLATE 5/8X2.1/4,TRI,-6.0,-281.79
03-12-2022,IEXVL271582,4000004797,BOLT & NUT CUTING PLATE 5/8X2.1/4,TRI,-6.0,-262.94
03-11-2022,IEXVL273550,4000004797,BOLT & NUT CUTING PLATE 5/8X2.1/4,TRI,-6.0,-262.94
03-11-2022,IEXVL271517,4000004797,BOLT & NUT CUTING PLATE 5/8X2.1/4,TRI,-6.0,-262.94
06-11-2022,IEXVL273553,4000004800,SEAL 12736497,VOLVO,-1.0,"-3,783.00"
3/31/2023,IEXVL274830,4000004860,CROSS ASSY 9033905,GPC,-1.0,"-1,045.50"
02-10-2024,IEXVL274752,4000004875,HOUR METER  24V,YNK,-1.0,-628.09
12/16/2023,IEXVL273548,4000004875,HOUR METER  24V,YNK,-1.0,-628.1
12/16/2023,IEXVL271232,4000004875,HOUR METER  24V,YNK,-1.0,-628.09
12/16/2023,IEXVL272121,4000004875,HOUR METER  24V,YNK,-1.0,-628.1
11/23/2023,IEXVL274285,4000004875,HOUR METER  24V,YNK,-1.0,-631.38
11/23/2023,IEXVL274770,4000004875,HOUR METER  24V,YNK,-1.0,-631.38
11/23/2023,IEXVL273559,4000004875,HOUR METER  24V,YNK,-1.0,-631.38
11/20/2023,IEXVL272121,4000004875,HOUR METER  24V,YNK,-1.0,-631.38
8/25/2023,IEXVL274830,4000004875,HOUR METER  24V,YNK,-1.0,-648.9
8/25/2023,IEXVL274771,4000004875,HOUR METER  24V,YNK,-1.0,-648.9
8/25/2023,IEXVL274770,4000004875,HOUR METER  24V,YNK,-1.0,-648.9
8/25/2023,IEXVL274767,4000004875,HOUR METER  24V,YNK,-1.0,-648.9
4/19/2023,IEXVL274279,4000004906,CAPPETT PACKING,,-4.0,-464.57
02-10-2024,IEXVL274752,4000004916,HEAD GASKET F1718000,,-1.0,-567.5
4/19/2023,IEXVL274518,4000004916,HEAD GASKET F1718000,,-1.0,-567.5
4/19/2023,IEXVL274518,4000004916,HEAD GASKET F1718000,,1.0,567.5
02-10-2024,IEXVL274752,4000005053,FAN BELT WFE581,FENNER,-16.0,"-2,162.22"
02-10-2024,IEXVL274752,4000005081,"FUSE (5,10,15,20,)",,-177.0,"-1,037.14"
3/20/2024,IEXVL274518,4000005141,CARBON BRUSH 68043392,BOSCH,-2.0,"-2,415.26"
3/20/2024,IEXVL273559,4000005141,CARBON BRUSH 68043392,BOSCH,-2.0,"-2,415.26"
3/20/2024,IEXVL274752,4000005141,CARBON BRUSH 68043392,BOSCH,-2.0,"-2,415.26"
02-10-2024,IEXVL274752,4000005171,FUEL FILTER (FS19644) TE24170,DONALSON,-1.0,-990
3/31/2023,IEXVL271582,4000005220,BOLT  M24X300,TRI,-5.0,"-1,683.00"
3/31/2023,IEXVL274279,4000005220,BOLT  M24X300,TRI,-10.0,"-3,366.00"
3/31/2023,IEXVL272411,4000005220,BOLT  M24X300,TRI,-5.0,"-1,683.00"
3/31/2023,IEXVL274283,4000005220,BOLT  M24X300,TRI,-10.0,"-3,366.00"
3/31/2023,IEXVL274285,4000005220,BOLT  M24X300,TRI,-10.0,"-3,366.00"
3/31/2023,IEXVL274287,4000005220,BOLT  M24X300,TRI,-1.0,-336.6
3/31/2023,IEXVL274287,4000005221,NUT  M24,TRI,-2.0,-20.4
3/31/2023,IEXVL274285,4000005221,NUT  M24,TRI,-10.0,-102
3/31/2023,IEXVL271582,4000005221,NUT  M24,TRI,-5.0,-51
3/31/2023,IEXVL274279,4000005221,NUT  M24,TRI,-10.0,-102
3/31/2023,IEXVL272411,4000005221,NUT  M24,TRI,-5.0,-51
3/31/2023,IEXVL274283,4000005221,NUT  M24,TRI,-10.0,-102
7/30/2024,IEXVL274279,4000005222,SEAL DUST 4071198,TELCON,-1.0,"-1,421.79"
4/19/2023,IEXVL274279,4000005227,FAN BELT AVX 131325,,-1.0,-174
4/30/2023,IEXVL274830,4000005229,BEARING WD00425/5,KH,-1.0,-371.27
4/30/2023,IEXVL274285,4000005229,BEARING WD00425/5,KH,-1.0,-371.28
4/30/2023,IEXVL272411,4000005229,BEARING WD00425/5,KH,-1.0,-371.27
4/19/2023,IEXVL273551,4000005229,BEARING WD00425/5,KH,2.0,742.54
4/19/2023,IEXVL274856,4000005229,BEARING WD00425/5,KH,2.0,742.54
4/19/2023,IEXVL274856,4000005229,BEARING WD00425/5,KH,2.0,742.54
4/19/2023,IEXVL274771,4000005229,BEARING WD00425/5,KH,2.0,742.55
4/19/2023,IEXVL274767,4000005229,BEARING WD00425/5,KH,2.0,742.54
4/19/2023,IEXVL274517,4000005229,BEARING WD00425/5,KH,2.0,742.55
4/19/2023,IEXVL274518,4000005229,BEARING WD00425/5,KH,2.0,742.54
4/19/2023,IEXVL273559,4000005229,BEARING WD00425/5,KH,2.0,742.54
4/19/2023,IEXVL274279,4000005229,BEARING WD00425/5,KH,-2.0,-742.54
4/19/2023,IEXVL274287,4000005229,BEARING WD00425/5,KH,-2.0,-742.54
4/19/2023,IEXVL273559,4000005229,BEARING WD00425/5,KH,-2.0,-742.54
4/19/2023,IEXVL274518,4000005229,BEARING WD00425/5,KH,-2.0,-742.54
4/19/2023,IEXVL274517,4000005229,BEARING WD00425/5,KH,-2.0,-742.55
4/19/2023,IEXVL274767,4000005229,BEARING WD00425/5,KH,-2.0,-742.54
4/19/2023,IEXVL274771,4000005229,BEARING WD00425/5,KH,-2.0,-742.55
4/19/2023,IEXVL274856,4000005229,BEARING WD00425/5,KH,-2.0,-742.54
4/19/2023,IEXVL274776,4000005229,BEARING WD00425/5,KH,-2.0,-742.55
4/19/2023,IEXVL273551,4000005229,BEARING WD00425/5,KH,-2.0,-742.54
4/19/2023,IEXVL274856,4000005229,BEARING WD00425/5,KH,-2.0,-742.54
4/19/2023,IEXVL274287,4000005229,BEARING WD00425/5,KH,2.0,742.54
3/31/2023,IEXVL273559,4000005229,BEARING WD00425/5,KH,-1.0,-370.35
12-08-2021,IEXVL273548,4000005277,SEAL TE08365,,-1.0,"-2,813.55"
06-11-2022,IEXVL274828,4000005290,RELAY (14594545.14630764) 20374662,VOLVO,-3.0,"-1,586.91"
06-11-2022,IEXVL274776,4000005290,RELAY (14594545.14630764) 20374662,VOLVO,-3.0,"-1,586.91"
11/28/2023,IEXVL274752,4000005298,NIPPLE GREASE 948121002,VOLVO,-6.0,-854.22
11/28/2023,IEXVL273554,4000005298,NIPPLE GREASE 948121002,VOLVO,-6.0,-854.22
11/28/2023,IEXVL273551,4000005298,NIPPLE GREASE 948121002,VOLVO,-6.0,-854.22
5/31/2023,IEXVL274768,4000005298,NIPPLE GREASE 948121002,VOLVO,-8.0,"-1,138.96"
1/16/2022,IEXVL274830,4000005298,NIPPLE GREASE 948121002,VOLVO,-10.0,"-1,413.23"
1/16/2022,IEXVL273548,4000005298,NIPPLE GREASE 948121002,VOLVO,-10.0,"-1,413.22"
1/16/2022,IEXVL271581,4000005298,NIPPLE GREASE 948121002,VOLVO,-10.0,"-1,413.23"
10-05-2023,IEXVL273551,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
10-05-2023,IEXVL273559,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
10-05-2023,IEXVL273554,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
5/18/2023,IEXVL274752,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.57"
5/18/2023,IEXVL274767,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.56"
3/31/2023,IEXVL273559,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.57"
3/31/2023,IEXVL272411,4000005299,GREASE NIPPLE 948111003,VOLVO,-6.0,-821.14
3/31/2023,IEXVL273551,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.57"
3/31/2023,IEXVL273554,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.57"
3/31/2023,IEXVL274279,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.57"
3/31/2023,IEXVL274283,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.57"
3/31/2023,IEXVL274285,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.57"
3/31/2023,IEXVL274287,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.57"
3/31/2023,IEXVL274771,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.57"
3/31/2023,IEXVL274830,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,368.57"
02-08-2023,IEXVL274830,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
02-08-2023,IEXVL274768,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
02-08-2023,IEXVL274770,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
02-08-2023,IEXVL273556,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
02-08-2023,IEXVL273612,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
02-08-2023,IEXVL274767,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
02-08-2023,IEXVL274831,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
02-08-2023,IEXVL274771,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
02-08-2023,IEXVL274776,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
02-08-2023,IEXVL274856,4000005299,GREASE NIPPLE 948111003,VOLVO,-5.0,-710
11/22/2022,IEXVL273554,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,350.00"
11/22/2022,IEXVL273559,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,350.00"
11/22/2022,IEXVL274285,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,350.00"
11/22/2022,IEXVL274283,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,350.00"
11/22/2022,IEXVL274287,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,350.00"
10/31/2022,IEXVL273559,4000005299,GREASE NIPPLE 948111003,VOLVO,-20.0,"-2,692.80"
1/16/2022,IEXVL273547,4000005299,GREASE NIPPLE 948111003,VOLVO,-15.0,"-1,904.23"
01-11-2022,IEXVL271582,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,269.49"
01-11-2022,IEXVL273553,4000005299,GREASE NIPPLE 948111003,VOLVO,-10.0,"-1,269.49"
3/26/2024,IEXVL274472,4000005300,VAVLE GREASE 14531520,VOLVO,-1.0,"-1,542.24"
07-10-2024,IEXVL274518,4000005301,O RING (9511-22230) 960259,,-5.0,"-1,250.00"
07-10-2024,IEXVL274856,4000005301,O RING (9511-22230) 960259,,-5.0,"-1,250.00"
07-10-2024,IEXVL274473,4000005301,O RING (9511-22230) 960259,,-5.0,"-1,250.00"
07-10-2024,IEXVL274472,4000005301,O RING (9511-22230) 960259,,-5.0,"-1,250.00"
04-10-2024,IEXVL274856,4000005301,O RING (9511-22230) 960259,VICTOR,-2.0,-390
04-10-2024,IEXVL274767,4000005301,O RING (9511-22230) 960259,VICTOR,-2.0,-390
04-10-2024,IEXVL274752,4000005301,O RING (9511-22230) 960259,VICTOR,-2.0,-390
04-10-2024,IEXVL274517,4000005301,O RING (9511-22230) 960259,VICTOR,-2.0,-390
04-10-2024,IEXVL274518,4000005301,O RING (9511-22230) 960259,VICTOR,-1.0,-195
3/30/2024,IEXVL273554,4000005301,O RING (9511-22230) 960259,VOLVO,-4.0,"-1,923.84"
3/30/2024,IEXVL273559,4000005301,O RING (9511-22230) 960259,VOLVO,-2.0,-961.92
03-08-2024,IEXVL274285,4000005301,O RING (9511-22230) 960259,VICTOR,-5.0,-975
03-08-2024,IEXVL274279,4000005301,O RING (9511-22230) 960259,VICTOR,-5.0,-975
03-03-2024,IEXVL273551,4000005301,O RING (9511-22230) 960259,VOLVO,-3.0,"-1,626.58"
03-03-2024,IEXVL273559,4000005301,O RING (9511-22230) 960259,VICTOR,-1.0,-195
01-10-2024,IEXVL273550,4000005301,O RING (9511-22230) 960259,VICTOR,-4.0,-780
9/29/2023,IEXVL274517,4000005301,O RING (9511-22230) 960259,VOLVO,-1.0,-542.19
9/29/2023,IEXVL274517,4000005301,O RING (9511-22230) 960259,VOLVO,-1.0,-542.2
10-07-2023,IEXVL274285,4000005301,O RING (9511-22230) 960259,VOLVO,-4.0,"-2,168.78"
10-07-2023,IEXVL274279,4000005301,O RING (9511-22230) 960259,VOLVO,-6.0,"-3,253.16"
10-07-2023,IEXVL274518,4000005301,O RING (9511-22230) 960259,VOLVO,-4.0,"-2,168.78"
10-07-2023,IEXVL274517,4000005301,O RING (9511-22230) 960259,VOLVO,-4.0,"-2,168.77"
